"filename", "language", "YAML", "MS SQL", "Java", "comment", "blank", "total"
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\config\JwtAuthenticationFilter.java", "Java", 0, 0, 87, 0, 23, 110
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\config\PasswordConfig.java", "Java", 0, 0, 12, 0, 3, 15
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\config\SecurityConfig.java", "Java", 0, 0, 52, 0, 9, 61
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\controller\BidController.java", "Java", 0, 0, 102, 0, 30, 132
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\BidResponse.java", "Java", 0, 0, 23, 0, 5, 28
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\BidRevisionItemCostResponse.java", "Java", 0, 0, 36, 0, 15, 51
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\BidRevisionItemResponse.java", "Java", 0, 0, 34, 0, 27, 61
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\BidRevisionResponse.java", "Java", 0, 0, 30, 0, 5, 35
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\CreateBidRequest.java", "Java", 0, 0, 21, 0, 7, 28
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\CreateBidRevisionItemCostRequest.java", "Java", 0, 0, 35, 0, 14, 49
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\CreateBidRevisionItemRequest.java", "Java", 0, 0, 36, 0, 14, 50
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\CreateBidRevisionRequest.java", "Java", 0, 0, 20, 0, 7, 27
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\UpdateBidRevisionItemCostRequest.java", "Java", 0, 0, 28, 0, 14, 42
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\dto\UpdateBidRevisionItemRequest.java", "Java", 0, 0, 28, 0, 14, 42
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\Bid.java", "Java", 0, 0, 53, 0, 20, 73
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\BidRevision.java", "Java", 0, 0, 68, 0, 28, 96
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\BidRevisionItem.java", "Java", 0, 0, 74, 0, 32, 106
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\BidRevisionItemCost.java", "Java", 0, 0, 80, 0, 34, 114
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\CostElement.java", "Java", 0, 0, 40, 0, 15, 55
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\CostRate.java", "Java", 0, 0, 45, 0, 17, 62
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\Customer.java", "Java", 0, 0, 49, 0, 20, 69
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\CustomerAddress.java", "Java", 0, 0, 50, 0, 20, 70
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\entity\CustomerContact.java", "Java", 0, 0, 42, 0, 17, 59
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\enums\AddressType.java", "Java", 0, 0, 7, 0, 1, 8
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\enums\BidStatus.java", "Java", 0, 0, 8, 0, 1, 9
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\enums\CustomerType.java", "Java", 0, 0, 5, 0, 1, 6
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\enums\DepartmentCode.java", "Java", 0, 0, 6, 0, 1, 7
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\enums\RevisionStatus.java", "Java", 0, 0, 8, 0, 1, 9
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\mapper\BidMapper.java", "Java", 0, 0, 137, 0, 44, 181
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\BidRepository.java", "Java", 0, 0, 10, 0, 6, 16
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\BidRevisionItemCostRepository.java", "Java", 0, 0, 17, 0, 6, 23
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\BidRevisionItemRepository.java", "Java", 0, 0, 20, 0, 7, 27
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\BidRevisionRepository.java", "Java", 0, 0, 11, 0, 6, 17
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\CostElementRepository.java", "Java", 0, 0, 10, 0, 4, 14
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\CostRateRepository.java", "Java", 0, 0, 10, 0, 4, 14
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\CustomerAddressRepository.java", "Java", 0, 0, 7, 0, 3, 10
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\CustomerContactRepository.java", "Java", 0, 0, 7, 0, 3, 10
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\repository\CustomerRepository.java", "Java", 0, 0, 8, 0, 4, 12
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\service\BidNumberService.java", "Java", 0, 0, 41, 0, 11, 52
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\estimate\service\BidService.java", "Java", 0, 0, 808, 16, 278, 1102
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\file\controller\FileController.java", "Java", 0, 0, 55, 0, 15, 70
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\file\controller\SubstepFileController.java", "Java", 0, 0, 43, 0, 9, 52
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\file\dto\DeleteSubstepFilesRequest.java", "Java", 0, 0, 12, 0, 4, 16
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\file\dto\SubstepFileResponse.java", "Java", 0, 0, 16, 0, 4, 20
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\file\entity\SubstepFile.java", "Java", 0, 0, 27, 0, 9, 36
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\file\repository\SubstepFileRepository.java", "Java", 0, 0, 16, 0, 5, 21
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\file\service\FileStorageService.java", "Java", 0, 0, 34, 0, 14, 48
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\file\service\SubstepFileService.java", "Java", 0, 0, 171, 0, 40, 211
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\note\controller\SubstepNoteController.java", "Java", 0, 0, 26, 0, 7, 33
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\note\dto\CreateSubstepNoteRequest.java", "Java", 0, 0, 8, 0, 2, 10
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\note\dto\SubstepNoteResponse.java", "Java", 0, 0, 14, 0, 3, 17
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\note\entity\SubstepNote.java", "Java", 0, 0, 25, 0, 8, 33
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\note\repository\SubstepNoteRepository.java", "Java", 0, 0, 16, 0, 5, 21
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\note\service\SubstepNoteService.java", "Java", 0, 0, 83, 0, 19, 102
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\controller\ProjectController.java", "Java", 0, 0, 54, 0, 13, 67
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\CreateProjectRequest.java", "Java", 0, 0, 13, 0, 4, 17
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\ProjectDetailsResponse.java", "Java", 0, 0, 20, 0, 4, 24
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\ProjectOwnerResponse.java", "Java", 0, 0, 11, 0, 3, 14
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\ProjectStepResponse.java", "Java", 0, 0, 17, 2, 7, 26
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\ProjectStepSummaryResponse.java", "Java", 0, 0, 17, 0, 5, 22
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\ProjectSubstepResponse.java", "Java", 0, 0, 16, 0, 4, 20
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\ProjectSummaryResponse.java", "Java", 0, 0, 17, 0, 6, 23
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\RenameProjectRequest.java", "Java", 0, 0, 8, 0, 3, 11
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\dto\UpdateStepDeadlineRequest.java", "Java", 0, 0, 9, 0, 4, 13
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\entity\ComputedStatus.java", "Java", 0, 0, 6, 0, 1, 7
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\entity\Project.java", "Java", 0, 0, 30, 1, 11, 42
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\entity\ProjectStep.java", "Java", 0, 0, 33, 1, 13, 47
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\entity\ProjectSubstep.java", "Java", 0, 0, 30, 1, 12, 43
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\repository\ProjectRepository.java", "Java", 0, 0, 118, 1, 23, 142
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\repository\ProjectStepRepository.java", "Java", 0, 0, 9, 0, 4, 13
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\repository\ProjectSubstepRepository.java", "Java", 0, 0, 9, 0, 4, 13
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\repository\projection\ProjectStepSummaryRow.java", "Java", 0, 0, 14, 0, 11, 25
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\repository\projection\ProjectSummaryFlatRow.java", "Java", 0, 0, 19, 0, 16, 35
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\service\ProjectAccessService.java", "Java", 0, 0, 52, 0, 18, 70
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\service\ProjectMapper.java", "Java", 0, 0, 89, 0, 26, 115
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\service\ProjectService.java", "Java", 0, 0, 362, 8, 106, 476
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\service\ProjectStatusService.java", "Java", 0, 0, 91, 0, 27, 118
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\controller\UserController.java", "Java", 0, 0, 71, 0, 15, 86
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\dto\AdminResetPasswordRequest.java", "Java", 0, 0, 10, 0, 4, 14
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\dto\ChangePasswordRequest.java", "Java", 0, 0, 17, 0, 6, 23
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\dto\CreateUserRequest.java", "Java", 0, 0, 31, 0, 10, 41
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\dto\UpdateMyProfileRequest.java", "Java", 0, 0, 10, 0, 4, 14
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\dto\UpdateUserRequest.java", "Java", 0, 0, 24, 0, 8, 32
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\dto\UpdateUserRoleRequest.java", "Java", 0, 0, 10, 0, 4, 14
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\dto\UserResponse.java", "Java", 0, 0, 49, 0, 15, 64
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\entity\AppUser.java", "Java", 0, 0, 24, 0, 8, 32
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\entity\Role.java", "Java", 0, 0, 25, 0, 7, 32
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\repository\AppUserRepository.java", "Java", 0, 0, 11, 0, 6, 17
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\service\UserService.java", "Java", 0, 0, 203, 0, 71, 274
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\workflow\entity\WorkflowTemplate.java", "Java", 0, 0, 21, 0, 7, 28
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\workflow\entity\WorkflowTemplateStep.java", "Java", 0, 0, 24, 0, 8, 32
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\workflow\entity\WorkflowTemplateSubstep.java", "Java", 0, 0, 21, 0, 7, 28
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\workflow\repository\WorkflowTemplateRepository.java", "Java", 0, 0, 8, 0, 4, 12
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\workflow\repository\WorkflowTemplateStepRepository.java", "Java", 0, 0, 0, 0, 1, 1
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\workflow\repository\WorkflowTemplateSubstepRepository.java", "Java", 0, 0, 0, 0, 1, 1
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\workflow\service\WorkflowTemplateService.java", "Java", 0, 0, 0, 0, 1, 1
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\application-local.yml", "YAML", 34, 0, 0, 0, 9, 43
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\application.yml", "YAML", 10, 0, 0, 0, 3, 13
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V1__init_pm_workflow_schema.sql", "MS SQL", 0, 86, 0, 19, 14, 119
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V2__seed_default_workflow_template.sql", "MS SQL", 0, 93, 0, 9, 18, 120
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V3__add_display_name_to_users.sql", "MS SQL", 0, 7, 0, 0, 2, 9
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V4__estimate_schema_and_catalog_tables.sql", "MS SQL", 0, 43, 0, 0, 15, 58
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V5__estimate_customer.sql", "MS SQL", 0, 98, 0, 0, 34, 132
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V6__estimate_bid_and_revision.sql", "MS SQL", 0, 102, 0, 0, 42, 144
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V7__estimate_revision_rows.sql", "MS SQL", 0, 142, 0, 0, 55, 197
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V8__estimate_seed_catalogs.sql", "MS SQL", 0, 38, 0, 0, 15, 53
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V9__estimate_number_sequences.sql", "MS SQL", 0, 6, 0, 0, 1, 7
"Total", "-", 44, 615, 4824, 59, 1771, 7313
